new_name;page;qid;id;layout;filter;group;question_dutch;subquestion_dutch;categories_dutch;question_english;subquestion_english;categories_english;ordered;type;nice_name_english
;21.2;q17e;;multi;EmploymentStatus;G-rekening among Self-Employed;Hebt u gebruik gemaakt van het deblokkeren van de g-rekening? Een g-rekening is een geblokkeerde bankrekening en is bedoeld voor bedrijven die personeel uitlenen. Van deze rekening kan alleen geld naar een speciaal gironummer van de Belastingdienst en naar andere g-rekeningen worden overgemaakt.;Nee maar ik ga dit wel doen;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;No, but I'm gonna do this;;;bool;
;21.3;q17e;;multi;EmploymentStatus;G-rekening among Self-Employed;Hebt u gebruik gemaakt van het deblokkeren van de g-rekening? Een g-rekening is een geblokkeerde bankrekening en is bedoeld voor bedrijven die personeel uitlenen. Van deze rekening kan alleen geld naar een speciaal gironummer van de Belastingdienst en naar andere g-rekeningen worden overgemaakt.;Nee ik denk niet dat mijn bedrijf hiervoor in aanmerking komt;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;No, I don't think my company qualifies for this;;;bool;
;21.4;q17e;;multi;EmploymentStatus;G-rekening among Self-Employed;Hebt u gebruik gemaakt van het deblokkeren van de g-rekening? Een g-rekening is een geblokkeerde bankrekening en is bedoeld voor bedrijven die personeel uitlenen. Van deze rekening kan alleen geld naar een speciaal gironummer van de Belastingdienst en naar andere g-rekeningen worden overgemaakt.;Nee dit is te veel administratief gedoe;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;No, this is too much red tape;;;bool;
;21.5;q17e;;multi;EmploymentStatus;G-rekening among Self-Employed;Hebt u gebruik gemaakt van het deblokkeren van de g-rekening? Een g-rekening is een geblokkeerde bankrekening en is bedoeld voor bedrijven die personeel uitlenen. Van deze rekening kan alleen geld naar een speciaal gironummer van de Belastingdienst en naar andere g-rekeningen worden overgemaakt.;Nee om een andere reden;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;No, for another reason;;;bool;
;21.6;q17e;;multi;EmploymentStatus;G-rekening among Self-Employed;Hebt u gebruik gemaakt van het deblokkeren van de g-rekening? Een g-rekening is een geblokkeerde bankrekening en is bedoeld voor bedrijven die personeel uitlenen. Van deze rekening kan alleen geld naar een speciaal gironummer van de Belastingdienst en naar andere g-rekeningen worden overgemaakt.;Ik wist niet dat deze regeling er is;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;I didn't know there was this arrangement;;;bool;
;21.7;q17e;;multi;EmploymentStatus;G-rekening among Self-Employed;Hebt u gebruik gemaakt van het deblokkeren van de g-rekening? Een g-rekening is een geblokkeerde bankrekening en is bedoeld voor bedrijven die personeel uitlenen. Van deze rekening kan alleen geld naar een speciaal gironummer van de Belastingdienst en naar andere g-rekeningen worden overgemaakt.;Niet van toepassing/ik heb geen g-rekening;;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.;Not applicable/I do not have a g-account;;;bool;
;22.1;q17f_header;q17f_1;table;EmploymentStatus;Other support Self-Employed;Hebt u gebruik gemaakt van...;...een wijziging voorlopige aanslag?;Ja, Nee maar ik ga, dit wel doen, Nee ik, ben dat ook niet van, plan, Ik wist niet dat deze, regeling er is, Niet van toepassing;Have you used…;...an amendment provisional assessment?;Yes, No but I'm gonna do this, No I don't intend to, I didn't know there was this arrangement, Not applicable;TRUE;Categorical;
;22.2;q17f_header;q17f_2 ;table;EmploymentStatus;Other support Self-Employed;Hebt u gebruik gemaakt van...;...de verruiming borgstelling MKB?;Ja, Nee maar ik ga, dit wel doen, Nee ik, ben dat ook niet van, plan, Ik wist niet dat deze, regeling er is, Niet van toepassing;Have you used…;...the extension of the guarantee for SMEs?;Yes, No but I'm gonna do this, No I don't intend to, I didn't know there was this arrangement, Not applicable;TRUE;Categorical;
;22.3;q17f_header;q17f_3 ;table;EmploymentStatus;Other support Self-Employed;Hebt u gebruik gemaakt van...;...de Garantie Ondernemingsfaciliteit (GO)?;Ja, Nee maar ik ga, dit wel doen, Nee ik, ben dat ook niet van, plan, Ik wist niet dat deze, regeling er is, Niet van toepassing;Have you used…;...the Enterprise Guarantee Facility (GO)?;Yes, No but I'm gonna do this, No I don't intend to, I didn't know there was this arrangement, Not applicable;TRUE;Categorical;
;22.4;q17f_header;q17f_4;table;EmploymentStatus;Other support Self-Employed;Hebt u gebruik gemaakt van...;...de Qredits?;Ja, Nee maar ik ga, dit wel doen, Nee ik, ben dat ook niet van, plan, Ik wist niet dat deze, regeling er is, Niet van toepassing;Have you used…;...the Qredits?;Yes, No but I'm gonna do this, No I don't intend to, I didn't know there was this arrangement, Not applicable;TRUE;Categorical;
;22.5;q17f_header;q17f_5;table;EmploymentStatus;Other support Self-Employed;Hebt u gebruik gemaakt van...;...het fonds voor overbruggingskredieten voor non-bancair gefinancierde bedrijven?;Ja, Nee maar ik ga, dit wel doen, Nee ik, ben dat ook niet van, plan, Ik wist niet dat deze, regeling er is, Niet van toepassing;Have you used…;...the bridging loan fund for non-bank businesses?;Yes, No but I'm gonna do this, No I don't intend to, I didn't know there was this arrangement, Not applicable;TRUE;Categorical;
;23.1;change_empl;;multi;EmploymentStatus;Employment Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Ik heb een arbeidscontract met meer uren;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;I have an employment contract with more hours;;;bool;
;23.2;change_empl;;multi;EmploymentStatus;Employment Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Ik heb een arbeidscontract met hetzelfde aantal uren;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;I have an employment contract with the same number of hours;;;bool;
;23.3;change_empl;;multi;EmploymentStatus;Employment Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Ik heb een arbeidscontract met minder uren;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;I have an employment contract with fewer hours;;;bool;
;23.4;change_empl;;multi;EmploymentStatus;Employment Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Mijn werkgever heeft me ontslagen, maar het ontslag is nog niet ingegaan;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;My employer fired me, but the dismissal hasn't taken effect yet.;;;bool;
;23.5;change_empl;;multi;EmploymentStatus;Employment Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Anders, namelijk...;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;Otherwise, namely...;;;bool;
;24.1;change_selfempl;;multi;EmploymentStatus;Self-Employed Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Mijn inkomen is hoger;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;My income is higher;;;bool;
;24.2;change_selfempl;;multi;EmploymentStatus;Self-Employed Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Mijn inkomen is hetzelfde;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;My income is the same;;;bool;
;24.3;change_selfempl;;multi;EmploymentStatus;Self-Employed Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Mijn inkomen is lager;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;My income is lower;;;bool;
;24.4;change_selfempl;;multi;EmploymentStatus;Self-Employed Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Ik heb faillissement aangevraagd;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;I filed for bankruptcy;;;bool;
;24.5;change_selfempl;;multi;EmploymentStatus;Self-Employed Changes;Als u uw situatie vergelijkt met die van voor de coronavirus crisis, welke situatie is dan nu op u van toepassing?;Anders, namelijk...;;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?;Otherwise, namely...;;;bool;
;25;q2;;cat;EmploymentStatus;Work Change;"^f_q2; Is uw arbeidssituatie door de uitbraak van het coronavirus veranderd?";;Ja, Nee;Has your employment situation changed with the coronavirus outbreak?;;Yes, No ;;Categorical;
;26;q4_header;;grid;EmploymentStatus;Last Job End;In welke maand en in welk jaar eindigde uw laatste baan?;jaar;;In which month and in which year did your last job end?;Year;;;int;
;26;q4_header;;grid;EmploymentStatus;Last Job End;In welke maand en in welk jaar eindigde uw laatste baan?;maand;;In which month and in which year did your last job end?;Month;;;str;
;27;distance;;cat;EmploymentStatus;Social Distancing at Workplace;Zijn de werkzaamheden die u op uw werkplek doet te combineren met de maatregel anderhalve meter afstand te houden tot andere personen?;;Zeer makkelijk, Makkelijk, Moeilijk, Zeer moeilijk, Niet te combineren;Can the work you do at your workplace be combined with the measure of keeping a distance of one and a half metres from other people?;;Very easy, Easy, Difficult, Very difficult, Non-combinable;;Categorical;
;28;exp_pens_hd;exp_pens_mrt ;grid;EmploymentStatus;Expected Retirement Age;Wat was / is uw verwachte pensioenleeftijd…;begin maart (of voordat het coronavirus invloed had op uw werk)?;;What was / is your expected retirement age...;early March (before the coronavirus affected your work);;;int;
;28;exp_pens_hd;exp_pens_now;grid;EmploymentStatus;Expected Retirement Age;Wat was / is uw verwachte pensioenleeftijd…;op dit moment?;;What was / is your expected retirement age...;now;;;int;
;29.1;pens_eerder;;multi;EmploymentStatus;Reasons for Early Retirement;Waarom verwacht u nu eerder met pensioen te gaan? Geeft u de belangrijkste reden.;Langer doorwerken heeft nu meer gezondheidsrisico’s;;Why do you expect to retire early now?;Working longer now has more health risks;;;bool;
;29.2;pens_eerder;;multi;EmploymentStatus;Reasons for Early Retirement;Waarom verwacht u nu eerder met pensioen te gaan? Geeft u de belangrijkste reden.;Er is onvoldoende werk voor mij om langer door te gaan;;Why do you expect to retire early now?;There's not enough work for me to go on any longer;;;bool;
;29.3;pens_eerder;;multi;EmploymentStatus;Reasons for Early Retirement;Waarom verwacht u nu eerder met pensioen te gaan? Geeft u de belangrijkste reden.;Werk is minder belangrijk geworden;;Why do you expect to retire early now?;Work has become less important;;;bool;
;29.4;pens_eerder;;multi;EmploymentStatus;Reasons for Early Retirement;Waarom verwacht u nu eerder met pensioen te gaan? Geeft u de belangrijkste reden.;Om mantelzorg te verlenen;;Why do you expect to retire early now?;To provide informal care;;;bool;
;29.5;pens_eerder;;multi;EmploymentStatus;Reasons for Early Retirement;Waarom verwacht u nu eerder met pensioen te gaan? Geeft u de belangrijkste reden.;Anders, namelijk:;;Why do you expect to retire early now?;Different, that is:;;;bool;
;30.1;pens_later;;multi;EmploymentStatus;Reasons for Later Retirement;Waarom verwacht u nu later met pensioen te gaan? Geeft u de belangrijkste reden.;Eerder stoppen kan ik me minder goed veroorloven;;Why do you expect to retire later now? Give you the main reason.;I can't afford to quit sooner;;;bool;
;30.2;pens_later;;multi;EmploymentStatus;Reasons for Later Retirement;Waarom verwacht u nu later met pensioen te gaan? Geeft u de belangrijkste reden.;Mijn werk is belangrijker geworden;;Why do you expect to retire later now? Give you the main reason.;My work has become more important;;;bool;
;30.3;pens_later;;multi;EmploymentStatus;Reasons for Later Retirement;Waarom verwacht u nu later met pensioen te gaan? Geeft u de belangrijkste reden.;Met pensioen zijn is momenteel minder aantrekkelijk;;Why do you expect to retire later now? Give you the main reason.;Retirement is currently less attractive;;;bool;
;30.4;pens_later;;multi;EmploymentStatus;Reasons for Later Retirement;Waarom verwacht u nu later met pensioen te gaan? Geeft u de belangrijkste reden.;Anders, namelijk...;;Why do you expect to retire later now? Give you the main reason.;Otherwise, namely...;;;bool;
;31.1;q26header;q26a;grid;EmploymentStatus;Expectations August among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik behoud mijn baan omdat mijn werkgever / het bedrijf financieel niet sterk wordt geraakt door het coronavirus of financieel gezond genoeg is om de lonen te kunnen blijven betalen;;In your opinion, what are the chances of the following situations occurring in August? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I keep my job because my employer / company is not financially affected by the coronavirus or is financially healthy enough to continue to pay the wages;;;int;
;31.2;q26header;q26b;grid;EmploymentStatus;Expectations August among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;k behoud mijn baan omdat de overheid hulp biedt aan mijn werkgever / het bedrijf (bv. door een tegemoetkoming in de loonkosten);;In your opinion, what are the chances of the following situations occurring in August? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I keep my job because the government offers help to my employer / company (e.g. through an allowance for wage costs).;;;int;
;31.3;q26header;q26c;grid;EmploymentStatus;Expectations August among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik heb een nieuwe baan bij een andere werkgever;;In your opinion, what are the chances of the following situations occurring in August? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I have a new job with another employer;;;int;
;31.4;q26header;q26d;grid;EmploymentStatus;Expectations August among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik ben werkloos / behoor niet meer tot de beroepsbevolking / gepensioneerd / ik heb een arbeidsongeschiktheidspensioen;;In your opinion, what are the chances of the following situations occurring in August? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I am unemployed / no longer part of the labour force / retired / I have a disability pension;;;int;
;31.5;q26header;q26e;grid;EmploymentStatus;Expectations August among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Iets anders gebeurt;;In your opinion, what are the chances of the following situations occurring in August? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;Something else happens;;;int;
;32.1;q26header_1;q26a_1;grid;EmploymentStatus;Expectations Next Year among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik behoud mijn baan omdat mijn werkgever / het bedrijf financieel niet sterk wordt geraakt door het coronavirus of financieel gezond genoeg is om de lonen te kunnen blijven betalen;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I keep my job because my employer / company is not financially affected by the coronavirus or is financially healthy enough to continue to pay wages;;;int;
;32.2;q26header_1;q26b_1;grid;EmploymentStatus;Expectations Next Year among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik behoud mijn baan omdat de overheid hulp biedt aan mijn werkgever / het bedrijf (bv. door een tegemoetkoming in de loonkosten);;In your opinion, what are the chances of the following situations occurring a year from now? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I keep my job because the government offers help to my employer / company (e.g. through an allowance for labour costs).;;;int;
;32.3;q26header_1;q26c_1;grid;EmploymentStatus;Expectations Next Year among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik heb een nieuwe baan bij een andere werkgever;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I have a new job with another employer;;;int;
;32.4;q26header_1;Q26d_1;grid;EmploymentStatus;Expectations Next Year among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik ben werkloos / behoor niet meer tot de beroepsbevolking / gepensioneerd / ik heb een arbeidsongeschiktheidspensioen;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I am unemployed / do not belong to the labour force anymore / retired / I have a disability pension;;;int;
;32.5;q26header_1;q26e_1;grid;EmploymentStatus;Expectations Next Year among Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Iets anders gebeurt;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer these questions on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;Something else happens;;;int;
;33.1;q27header;q27a;grid;EmploymentStatus;Expectations August among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen?  U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf gaat gewoon verder als eerst of het gaat zelfs beter dan voor de coronavirus crisis;;In your opinion, what are the chances of the following situations occurring in August?  You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;My business continues as before or even better than before the coronavirus crisis.;;;int;
;33.2;q27header;q27b;grid;EmploymentStatus;Expectations August among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen?  U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf zal minder werkzaamheden hebben dan voor de coronavirus crisis, maar zal geen steun nodig hebben van de overheid;;In your opinion, what are the chances of the following situations occurring in August?  You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;My company will have less work than before the coronavirus crisis, but will not need government support.;;;int;
;33.3;q27header;q27c;grid;EmploymentStatus;Expectations August among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen?  U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf zal minder werkzaamheden hebben dan voor de coronavirus crisis en zal alleen overleven door steun van de overheid (bv. door de versoepeling uitstel van belastingbetaling of de aanvullende inkomensondersteuning voor levensonderhoud);;In your opinion, what are the chances of the following situations occurring in August?  You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;My company will have less work than before the coronavirus crisis and will survive only through government support (e.g. through the relaxation of tax deferrals or additional income support for livelihoods).;;;int;
;33.4;q27header;q27d;grid;EmploymentStatus;Expectations August among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen?  U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf zal minder werkzaamheden hebben dan voor de coronavirus crisis en zal moeten sluiten;;In your opinion, what are the chances of the following situations occurring in August?  You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;My company will have less work than before the coronavirus crisis and will have to close down;;;int;
;33.5;q27header;q27e;grid;EmploymentStatus;Expectations August among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen?  U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Iets anders gebeurt;;In your opinion, what are the chances of the following situations occurring in August?  You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;Something else happens;;;int;
;34.6;q27header;q27_totaal Totaal;grid;EmploymentStatus;Expectations August among Self-Employed;Total (kansen van bovenstaande situaties moeten optellen tot 100);;;In your opinion, what are the chances of the following situations occurring in August?  You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;Total;;;int;
;34.1;Q27header_1;Q27a_1;grid;EmploymentStatus;Expectations Next Year among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf gaat gewoon verder als eerst of het gaat zelfs beter dan voor de coronavirus crisis;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes. Please note that your answers must add up to 100.;My business continues as before or even better than before the coronavirus crisis;;;int;
;34.2;Q27header_1;Q27b_1;grid;EmploymentStatus;Expectations Next Year among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf zal minder werkzaamheden hebben dan voor de coronavirus crisis, maar zal geen steun nodig hebben van de overheid;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes. Please note that your answers must add up to 100.;My company will have less work than before the coronavirus crisis, but will not need government support;;;int;
;34.3;Q27header_1;Q27c_1;grid;EmploymentStatus;Expectations Next Year among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf zal minder werkzaamheden hebben dan voor de coronavirus crisis en zal alleen overleven door steun van de overheid (bv. door de versoepeling uitstel van belastingbetaling of de aanvullende inkomensondersteuning voor levensonderhoud);;In your opinion, what are the chances of the following situations occurring a year from now? You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes. Please note that your answers must add up to 100.;My company will have less work than before the coronavirus crisis and will survive only through government support (e.g. by relaxing tax deferrals or additional income support for livelihoods).;;;int;
;34.4;Q27header_1;Q27d_1;grid;EmploymentStatus;Expectations Next Year among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Mijn bedrijf zal minder werkzaamheden hebben dan voor de coronavirus crisis en zal moeten sluiten;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes. Please note that your answers must add up to 100.;My company will have less work than before the coronavirus crisis and will have to close down;;;int;
;34.5;Q27header_1;Q27e_1;grid;EmploymentStatus;Expectations Next Year among Self-Employed;Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen? U kunt deze vragen beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;ets anders gebeurt;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes. Please note that your answers must add up to 100.;Something else happens;;;int;
;34.6;Q27header_1;q27_totaal_ex Totaal;grid;EmploymentStatus;Expectations Next Year among Self-Employed;Total (kansen van bovenstaande situaties moeten optellen tot 100);;;In your opinion, what are the chances of the following situations occurring a year from now? You can answer this question on a scale from 0 to 100, where 0 means definitely not and 100 means definitely yes. Please note that your answers must add up to 100.;Total;;;int;
;35.1;q27header_unempl;q27a_ex;grid;EmploymentStatus;Expectations August among Unemployed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik heb een nieuwe baan gevonden;;In your opinion, what are the chances of the following situations occurring in August? You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I've found a new job;;;int;
;35.2;q27header_unempl;q27b_ex;grid;EmploymentStatus;Expectations August among Unemployed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik ben bezig met een voltijds opleiding of vervolgopleiding;;In your opinion, what are the chances of the following situations occurring in August? You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I am in full-time education or continuing education;;;int;
;35.3;q27header_unempl;q27c_ex;grid;EmploymentStatus;Expectations August among Unemployed;Hoe groot is volgens u de kans dat de volgende situaties zich in augustus voordoen? U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.;Ik werk dan niet, maar ben op zoek naar een nieuwe baan;;In your opinion, what are the chances of the following situations occurring in August? You can answer this question on a scale from 0 to 100, where 0 stands for definitely not and 100 for definitely yes. Please note that your answers must add up to 100.;I'm not working then, but I'm looking for a new job;;;int;
