new_name;reference period other than survey period;label_english;L_CoronavirusImpact_wave3_3p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;question_group;type;categories_english;ordered
fourth_sec_class;;Fourth Child Secondary: Class;v1_vo_kind4_voklas;;;v1_vo;Categorical;1, 2, 3, 4, 5, 6;
fifth_sec_gender;;Fifth Child Secondary: Gender;v1_vo_kind5_vogeslacht;;;v1_vo;Categorical;Male, Female;False
fifth_sec_birth;;Fifth Child Secondary: Birthyear;v1_vo_kind5_vogebjaar;;;v1_vo;Int;;
fifth_sec_level;;Fifth Child Secondary: Level;v1_vo_kind5_voniveau;;;v1_vo;Categorical;;
fifth_sec_class;;Fifth Child Secondary: Class;v1_vo_kind5_voklas;;;v1_vo;Categorical;1, 2, 3, 4, 5, 6;
hrs_prim_child1_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_bokind1_v2_col1_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child1_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_bokind1_v2_col2_bokind1;;;v2_bokind;Int;;
hrs_prim_child2_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_bokind2_v2_col1_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child2_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_bokind2_v2_col2_bokind2;;;v2_bokind;Int;;
hrs_prim_child3_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_bokind3_v2_col1_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child3_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_bokind3_v2_col2_bokind3;;;v2_bokind;Int;;
hrs_prim_child4_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_bokind4_v2_col1_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child4_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_bokind4_v2_col2_bokind4;;;v2_bokind;Int;;
hrs_prim_child5_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_bokind5_v2_col1_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_prim_child5_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_bokind5_v2_col2_bokind5;;;v2_bokind;Int;;
hrs_sec_child1_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_chores;;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings;v2i_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_rest;;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_other;;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting);v2k_vokind1_v2_col1_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_school_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care;v2a_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_digitals_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_study_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_study_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_reading_alone_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school);v2e_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_reading_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school);v2f_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_play_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school);v2g_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_play_adult_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_chores_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings;v2i_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_rest_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.);v2j_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child1_other_202002;202002;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting);v2k_vokind1_v2_col2_vokind1;;;v2_bokind;Int;;
hrs_sec_child2_school;;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care;v2a_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_digitals;;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);v2b_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_study_alone;;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school;v2c_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_study_adult;;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school);v2d_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_reading_alone;;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school);v2e_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_reading_adult;;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school);v2f_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_play;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school);v2g_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
hrs_sec_child2_play_adult;;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school);v2h_vokind2_v2_col1_vokind2;;;v2_bokind;Int;;
