page;id;qid;layout;filter;group;question_dutch;subquestion_dutch;question_english;type;categories_dutch;categories_english;new_name;subquestion_english
32.03;q27c_ex;q27_ex;grid;EmploymentStatus;Expectations March among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich in maart voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Ik werk dan niet, maar ben op zoek naar een nieuwe baan;"How likely do you think the following situations are to occur in March?

You can answer this question on a scale of 0 to 100, where 0 represents definitely not and 100 represents definitely yes. Note that your answers must add up to 100.";Integer;;;p_3m_unemployed_looking;I am not working then, but am looking for a new job
32.04;q27d_ex;q27_ex;grid;EmploymentStatus;Expectations March among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich in maart voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Ik werk dan niet en ben dan ook niet op zoek naar een nieuwe baan;"How likely do you think the following situations are to occur in March?

You can answer this question on a scale of 0 to 100, where 0 represents definitely not and 100 represents definitely yes. Note that your answers must add up to 100.";Integer;;;p_3m_unemployed_not_looking;I am not working then, nor am I looking for a new job
32.05;q27e_ex;q27_ex;grid;EmploymentStatus;Expectations March among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich in maart voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Iets anders gebeurt;"How likely do you think the following situations are to occur in March?

You can answer this question on a scale of 0 to 100, where 0 represents definitely not and 100 represents definitely yes. Note that your answers must add up to 100.";Integer;;;p_3m_unemployed_other;Something else happens
33.01;q27a_ex_1;q27_ex_1;grid;EmploymentStatus;Expectations Next Year among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Ik heb een nieuwe baan gevonden;"How likely do you think the following situations are to occur one year from now?

You can answer this question on a scale of 0 to 100, where 0 means definitely not and 100 means definitely yes. Note that your answers must add up to 100.";Integer;;;p_year_unemployed_job;I have found a new job
33.02;q27b_ex_1;q27_ex_1;grid;EmploymentStatus;Expectations Next Year among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Ik ben bezig met een voltijds opleiding of vervolgopleiding;"How likely do you think the following situations are to occur one year from now?

You can answer this question on a scale of 0 to 100, where 0 means definitely not and 100 means definitely yes. Note that your answers must add up to 100.";Integer;;;p_year_unemployed_educ;I am in full-time training or continuing education
33.03;q27c_ex_1;q27_ex_1;grid;EmploymentStatus;Expectations Next Year among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Ik werk dan niet, maar ben op zoek naar een nieuwe baan;"How likely do you think the following situations are to occur one year from now?

You can answer this question on a scale of 0 to 100, where 0 means definitely not and 100 means definitely yes. Note that your answers must add up to 100.";Integer;;;p_year_unemployed_looking;I am not working then, but am looking for a new job
33.04;q27d_ex_1;q27_ex_1;grid;EmploymentStatus;Expectations Next Year among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Ik werk dan niet en ben dan ook niet op zoek naar een nieuwe baan;"How likely do you think the following situations are to occur one year from now?

You can answer this question on a scale of 0 to 100, where 0 means definitely not and 100 means definitely yes. Note that your answers must add up to 100.";Integer;;;p_year_unemployed_not_looking;I am not working then, nor am I looking for a new job
33.05;q27e_ex_1;q27_ex_1;grid;EmploymentStatus;Expectations Next Year among Unemployed;"Hoe groot is volgens u de kans dat de volgende situaties zich een jaar vanaf nu voordoen?

U kunt deze vraag beantwoorden op een schaal van 0 tot en met 100, waarbij 0 staat voor zeker niet en 100 voor zeker wel. Let op, uw antwoorden moeten optellen tot 100.";Iets anders gebeurt;"How likely do you think the following situations are to occur one year from now?

You can answer this question on a scale of 0 to 100, where 0 means definitely not and 100 means definitely yes. Note that your answers must add up to 100.";Integer;;;p_year_unemployed_other;Something else happens
34.01;inc_aug;inc;grid;-;Income;"Wat was in de afgelopen vier maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Als u het niet precies weet geeft u dan uw beste inschatting.
Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.";inkomen in augustus:;"In the past four months, what was [if (p_numberhh = 1): your gross monthly income/ if (p_numberhh ≠ 1): your household's combined gross monthly income]? So all income from e.g. work, pension, unemployment benefit etc.

If you do not know exactly give your best estimate.
Enter only figures (whole euros), without commas.";Integer;;;hh_income_202008;income in august:
34.02;inc_sep;inc;grid;-;Income;"Wat was in de afgelopen vier maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Als u het niet precies weet geeft u dan uw beste inschatting.
Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.";inkomen in september:;"In the past four months, what was [if (p_numberhh = 1): your gross monthly income/ if (p_numberhh ≠ 1): your household's combined gross monthly income]? So all income from e.g. work, pension, unemployment benefit etc.

If you do not know exactly give your best estimate.
Enter only figures (whole euros), without commas.";Integer;;;hh_income_202009;income in September:
34.03;inc_okt;inc;grid;-;Income;"Wat was in de afgelopen vier maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Als u het niet precies weet geeft u dan uw beste inschatting.
Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.";inkomen in oktober:;"In the past four months, what was [if (p_numberhh = 1): your gross monthly income/ if (p_numberhh ≠ 1): your household's combined gross monthly income]? So all income from e.g. work, pension, unemployment benefit etc.

If you do not know exactly give your best estimate.
Enter only figures (whole euros), without commas.";Integer;;;hh_income_202010;income in october:
34.04;inc_nov;inc;grid;-;Income;"Wat was in de afgelopen vier maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Als u het niet precies weet geeft u dan uw beste inschatting.
Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.";inkomen in november:;"In the past four months, what was [if (p_numberhh = 1): your gross monthly income/ if (p_numberhh ≠ 1): your household's combined gross monthly income]? So all income from e.g. work, pension, unemployment benefit etc.

If you do not know exactly give your best estimate.
Enter only figures (whole euros), without commas.";Integer;;;hh_income_202011;income in November:
35.01;expinc2020_a_col2_a;expinc2020;grid;-;Expected Income;We willen graag weten wat u verwacht dat [if (p_aantalhh = 1): uw bruto jaarinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto jaarinkomen van uw huishouden] voor 2020, 2021, en 2022 zal zijn. Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.;Voor dit jaar (dus ook voor de maanden januari tot en met november);We would like to know what you expect [if (p_numberhh = 1): your gross annual income/ if (p_numberhh ≠ 1): your household's combined gross annual income] to be for 2020, 2021, and 2022. So all income from, for example, work, pension, unemployment benefits, etc.;Integer;;;e_2020_hh_income;For this year (i.e., also for the months of January through November)
35.02;expinc2021_a_col2_a;expinc2020;grid;-;Expected Income;We willen graag weten wat u verwacht dat [if (p_aantalhh = 1): uw bruto jaarinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto jaarinkomen van uw huishouden] voor 2020, 2021, en 2022 zal zijn. Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.;Voor het jaar 2021;We would like to know what you expect [if (p_numberhh = 1): your gross annual income/ if (p_numberhh ≠ 1): your household's combined gross annual income] to be for 2020, 2021, and 2022. So all income from, for example, work, pension, unemployment benefits, etc.;Integer;;;e_2021_hh_income;For the year 2021
35.03;expinc2022_a_col2_a;expinc2020;grid;-;Expected Income;We willen graag weten wat u verwacht dat [if (p_aantalhh = 1): uw bruto jaarinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto jaarinkomen van uw huishouden] voor 2020, 2021, en 2022 zal zijn. Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.;Voor het jaar 2022;We would like to know what you expect [if (p_numberhh = 1): your gross annual income/ if (p_numberhh ≠ 1): your household's combined gross annual income] to be for 2020, 2021, and 2022. So all income from, for example, work, pension, unemployment benefits, etc.;Integer;;;e_2022_hh_income;For the year 2022
36.01;ExpUnempl_today2020;ExpUnempl_today;table;-;Expected Unemployment Today;"We willen graag weten wat u verwacht dat het werkloosheidscijfer in Nederland zal zijn. Het werkloosheidspercentage was in de periode 2017-2019 ongeveer 4% per jaar.

Wat zijn uw verwachtingen over het werkloosheidspercentage?";2020;"We would like to know what you expect the unemployment rate to be in the Netherlands. The unemployment rate in the period 2017-2019 was about 4% per year.

What are your expectations about the unemployment rate?";Ordered Categorical;minder dan 3.0% ,3.0% tot 6.0% ,6.0% tot 9.0% ,9.0% tot 12.0% ,12.0% of hoger;less than 3.0% ,3.0% to 6.0% ,6.0% to 9.0% ,9.0% to 12.0% ,12.0% or higher;e_2020_unemp_rate;2020
36.02;ExpUnempl_today2021;ExpUnempl_today;table;-;Expected Unemployment Today;"We willen graag weten wat u verwacht dat het werkloosheidscijfer in Nederland zal zijn. Het werkloosheidspercentage was in de periode 2017-2019 ongeveer 4% per jaar.

Wat zijn uw verwachtingen over het werkloosheidspercentage?";2021;"We would like to know what you expect the unemployment rate to be in the Netherlands. The unemployment rate in the period 2017-2019 was about 4% per year.

What are your expectations about the unemployment rate?";Ordered Categorical;minder dan 3.0% ,3.0% tot 6.0% ,6.0% tot 9.0% ,9.0% tot 12.0% ,12.0% of hoger;less than 3.0% ,3.0% to 6.0% ,6.0% to 9.0% ,9.0% to 12.0% ,12.0% or higher;e_2021_unemp_rate;2021
36.03;ExpUnempl_today2022;ExpUnempl_today;table;-;Expected Unemployment Today;"We willen graag weten wat u verwacht dat het werkloosheidscijfer in Nederland zal zijn. Het werkloosheidspercentage was in de periode 2017-2019 ongeveer 4% per jaar.

Wat zijn uw verwachtingen over het werkloosheidspercentage?";2022;"We would like to know what you expect the unemployment rate to be in the Netherlands. The unemployment rate in the period 2017-2019 was about 4% per year.

What are your expectations about the unemployment rate?";Ordered Categorical;minder dan 3.0% ,3.0% tot 6.0% ,6.0% tot 9.0% ,9.0% tot 12.0% ,12.0% of hoger;less than 3.0% ,3.0% to 6.0% ,6.0% to 9.0% ,9.0% to 12.0% ,12.0% or higher;e_2022_unemp_rate;2022
37.01;ExpEcGr_today2020;ExpEcGrowth_today;table;-;Expected Economic Growth Today;"We willen graag weten wat u verwacht dat de groei van de economie in Nederland zal zijn.
De economische groei, dat wil zeggen, de verandering van de hoeveelheid goederen en diensten die Nederland kan gebruiken, was in de periode 2017-2019 ongeveer 2,5% per jaar.
Wat zijn uw verwachtingen over de economische groei?";2020;"We would like to know what you expect the growth of the economy in the Netherlands to be.
Economic growth, that is, the change in the amount of goods and services that the Netherlands can use, was about 2.5% per year in the period 2017-2019.
What are your expectations about economic growth?";Ordered Categorical;minder dan -6% ,-6% tot -4% ,-4% tot -2% ,-2% tot 0% ,0% tot 2% ,2% tot 4% ,4% of hoger;less than -6% ,-6% to -4% ,-4% to -2% ,-2% to 0% ,0% to 2% ,2% to 4% ,4% or higher;e_2020_gdp;2020
37.02;ExpEcGr_today2021;ExpEcGrowth_today;table;-;Expected Economic Growth Today;"We willen graag weten wat u verwacht dat de groei van de economie in Nederland zal zijn.
De economische groei, dat wil zeggen, de verandering van de hoeveelheid goederen en diensten die Nederland kan gebruiken, was in de periode 2017-2019 ongeveer 2,5% per jaar.
Wat zijn uw verwachtingen over de economische groei?";2021;"We would like to know what you expect the growth of the economy in the Netherlands to be.
Economic growth, that is, the change in the amount of goods and services that the Netherlands can use, was about 2.5% per year in the period 2017-2019.
What are your expectations about economic growth?";Ordered Categorical;minder dan -6% ,-6% tot -4% ,-4% tot -2% ,-2% tot 0% ,0% tot 2% ,2% tot 4% ,4% of hoger;less than -6% ,-6% to -4% ,-4% to -2% ,-2% to 0% ,0% to 2% ,2% to 4% ,4% or higher;e_2021_gdp;2021
37.03;ExpEcGr_today2022;ExpEcGrowth_today;table;-;Expected Economic Growth Today;"We willen graag weten wat u verwacht dat de groei van de economie in Nederland zal zijn.
De economische groei, dat wil zeggen, de verandering van de hoeveelheid goederen en diensten die Nederland kan gebruiken, was in de periode 2017-2019 ongeveer 2,5% per jaar.
Wat zijn uw verwachtingen over de economische groei?";2022;"We would like to know what you expect the growth of the economy in the Netherlands to be.
Economic growth, that is, the change in the amount of goods and services that the Netherlands can use, was about 2.5% per year in the period 2017-2019.
What are your expectations about economic growth?";Ordered Categorical;minder dan -6% ,-6% tot -4% ,-4% tot -2% ,-2% tot 0% ,0% tot 2% ,2% tot 4% ,4% of hoger;less than -6% ,-6% to -4% ,-4% to -2% ,-2% to 0% ,0% to 2% ,2% to 4% ,4% or higher;e_2022_gdp;2022
38.01;ExpInfl_today2020;ExpInfl_today;table;-;Expected Inflation Today;"We willen graag weten wat u verwacht dat de prijsverandering (verandering van de consumptieprijzen, inflatie) in Nederland zal zijn. De inflatie was in de periode 2017-2019 ongeveer 1,8% per jaar.

Wat zijn uw verwachtingen over de inflatie (een negatief percentage betekent dat prijzen dalen)?";2020;"We would like to know what you expect the price change (change in consumer prices, inflation) to be in the Netherlands. Inflation was about 1.8% per year in the period 2017-2019.

What are your expectations about inflation (a negative percentage means that prices are falling)?";Ordered Categorical;minder dan -2% ,-2% tot 0% ,0% tot 2% ,2% tot 4% ,4% tot 6% ,6% of hoger;less than -2% ,-2% to 0% ,0% to 2% ,2% to 4% ,4% to 6% ,6% or higher;e_2020_infl;2020
38.02;ExpInfl_today2021;ExpInfl_today;table;-;Expected Inflation Today;"We willen graag weten wat u verwacht dat de prijsverandering (verandering van de consumptieprijzen, inflatie) in Nederland zal zijn. De inflatie was in de periode 2017-2019 ongeveer 1,8% per jaar.

Wat zijn uw verwachtingen over de inflatie (een negatief percentage betekent dat prijzen dalen)?";2021;"We would like to know what you expect the price change (change in consumer prices, inflation) to be in the Netherlands. Inflation was about 1.8% per year in the period 2017-2019.

What are your expectations about inflation (a negative percentage means that prices are falling)?";Ordered Categorical;minder dan -2% ,-2% tot 0% ,0% tot 2% ,2% tot 4% ,4% tot 6% ,6% of hoger;less than -2% ,-2% to 0% ,0% to 2% ,2% to 4% ,4% to 6% ,6% or higher;e_2021_infl;2021
38.03;ExpInfl_today2022;ExpInfl_today;table;-;Expected Inflation Today;"We willen graag weten wat u verwacht dat de prijsverandering (verandering van de consumptieprijzen, inflatie) in Nederland zal zijn. De inflatie was in de periode 2017-2019 ongeveer 1,8% per jaar.

Wat zijn uw verwachtingen over de inflatie (een negatief percentage betekent dat prijzen dalen)?";2022;"We would like to know what you expect the price change (change in consumer prices, inflation) to be in the Netherlands. Inflation was about 1.8% per year in the period 2017-2019.

What are your expectations about inflation (a negative percentage means that prices are falling)?";Ordered Categorical;minder dan -2% ,-2% tot 0% ,0% tot 2% ,2% tot 4% ,4% tot 6% ,6% of hoger;less than -2% ,-2% to 0% ,0% to 2% ,2% to 4% ,4% to 6% ,6% or higher;e_2022_infl;2022
