page;id;qid;layout;filter;group;question_dutch;subquestion_dutch;question_english;subquestion_english;type;categories_dutch;categories_english
40.02;vakantiegeld3b_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;het dekken van de kosten van basisbehoeften en openstaande betalingsverplichtingen, die ik anders niet zou kunnen betalen (basisvoedsel, energierekening, verzekeringen, hypotheek en andere leningen, medische kosten, enz.);Where would you spend your holiday pay before the coronavirus broke out and where [would you spend your holiday pay now / would you have spent your holiday pay now if you had received it]? You can use the money for one of the following purposes or divide the money over multiple goals. The amount must add up to the total amount of the [holiday / holiday allowance you would otherwise have received].;cover the cost of basic needs and open commitment, which I otherwise could not pay (basic food, energy bills, insurance, mortgage and other loans, medical expenses, etc.);bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.03;vakantiegeld3c_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;het dekken van de kosten van uitgaven die ik normaal gesproken ook heb, maar die niet vallen onder de basisbehoeften en die ik anders niet zou kunnen betalen (bv. thuisbezorgen van boodschappen, videostreaming-abonnementen, boeken kopen, enz.);Where would you spend your holiday pay before the coronavirus broke out and where [would you spend your holiday pay now / would you have spent your holiday pay now if you had received it]? You can use the money for one of the following purposes or divide the money over multiple goals. The amount must add up to the total amount of the [holiday / holiday allowance you would otherwise have received].;cover the cost of expenses I also normally, but not covered by the basic needs and that I otherwise could not pay (eg. home delivery of groceries, video streaming subscriptions, buy books, etc.);bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.04;vakantiegeld3d_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;de aankoop van duurzame goederen, zoals een auto, technische apparaten of (tuin)meubels;"This month you get the fourth questionnaire from the series ""Corona outbreak in the Netherlands"" on how the coronavirus affects your daily life. Even if you have not completed the previous three surveys, you can join.";the purchase of durable goods, such as cars, electronic devices or (garden) furniture;bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.05;vakantiegeld3e_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;onderhoud aan huis of tuin (bv. schilder- of stucadoorwerk, beplanting tuin, aanleg vijver);;maintenance of home or garden (eg. painting or plastering, planting garden, pond construction);bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.06;vakantiegeld3f_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;sparen (op mijn betaal- of spaarrekening zetten, aandelen kopen, ;Some of the questions in the first three questionnaires will be re-presented to you, to see if your situation has changed after the measures taken with respect to when the measures were just introduced.;save (put on my checking or savings account, buy shares,;bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.07;vakantiegeld3g_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;financiële steun geven aan familie en/of vrienden;;provide financial support to family and / or friends;bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.08;vakantiegeld3h_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;anders, namelijk…;If you are curious what will be done with your answers? Please have a look at the website for LISS panelists: www.lisspanel.nl;otherwise, namely…;bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
40.09;vakantiegeld3_totaal_pre;vakantiegeld3;grid;vakantiegeld1;Spending Holiday Pay;Waar zou u het vakantiegeld aan uitgeven vóórdat het coronavirus uitbrak en waar [gaat u het vakantiegeld nu aan uitgeven/zou u het vakantiegeld nu aan hebben uitgegeven uitgeven als u dit wel had ontvangen]?U kunt het geld voor één van de volgende doelen gebruiken of het geld verdelen over meerdere doelen. Het bedrag moet optellen tot het totale bedrag van het [ontvangen vakantiegeld/vakantiegeld dat u anders zou hebben ontvangen].;Total;;Total;bool;Vóór de uitbraak van het corona virus zou ik mijn vakantiegeld uitgeven aan:, Door de uitbraak van het coronavirus, [ga/zou] ik nu het vakantiegeld uitgeven;Before the outbreak of the corona virus I would spend my vacation pay to, Due to the outbreak of the corona virus I now spend the vacation pay
41.1;inc_jan;income;grid;-;Income;Wat was in de afgelopen [twee/vijf] maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz. Als u het niet precies weet geeft u dan uw beste inschatting.Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.;inkomen in januari:;Once again: thank you in advance for participating!;income in January:;float;;
41.2;inc_feb;income;grid;-;Income;Wat was in de afgelopen [twee/vijf] maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz. Als u het niet precies weet geeft u dan uw beste inschatting.Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.;inkomen in februari:;What was the last [two / five] months [if (p_aantalhh = 1): your gross monthly income / if (p_aantalhh ≠ 1) the combined gross monthly income of your household]? So all the income from work for example, pension, unemployment etc. If you are not sure please give your best inschatting.Vult only numbers (whole euros), so without full stops and commas.;income in February:;float;;
41.3;inc_mrt;income;grid;-;Income;Wat was in de afgelopen [twee/vijf] maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz. Als u het niet precies weet geeft u dan uw beste inschatting.Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.;inkomen in maart:;What was the last [two / five] months [if (p_aantalhh = 1): your gross monthly income / if (p_aantalhh ≠ 1) the combined gross monthly income of your household]? So all the income from work for example, pension, unemployment etc. If you are not sure please give your best inschatting.Vult only numbers (whole euros), so without full stops and commas.;income in March:;float;;
41.4;inc_apr;income;grid;-;Income;Wat was in de afgelopen [twee/vijf] maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz. Als u het niet precies weet geeft u dan uw beste inschatting.Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.;inkomen in april:;What was the last [two / five] months [if (p_aantalhh = 1): your gross monthly income / if (p_aantalhh ≠ 1) the combined gross monthly income of your household]? So all the income from work for example, pension, unemployment etc. If you are not sure please give your best inschatting.Vult only numbers (whole euros), so without full stops and commas.;income in April:;float;;
41.5;inc_mei;income;grid;-;Income;Wat was in de afgelopen [twee/vijf] maanden [if (p_aantalhh = 1): uw bruto maandinkomen/ if (p_aantalhh ≠ 1): het gezamenlijke bruto maandinkomen van uw huishouden]? Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz. Als u het niet precies weet geeft u dan uw beste inschatting.Vult u alleen cijfers (hele euro's) in, dus zonder punten en komma’s.;inkomen in mei:;What was the last [two / five] months [if (p_aantalhh = 1): your gross monthly income / if (p_aantalhh ≠ 1) the combined gross monthly income of your household]? So all the income from work for example, pension, unemployment etc. If you are not sure please give your best inschatting.Vult only numbers (whole euros), so without full stops and commas.;income in May:;float;;
42.1;expinc2020_col1;expectedincome;grid;-;Expected Income;"We willen graag weten wat u verwacht dat het gezamenlijke bruto jaarinkomen van uw huishouden voor 2020, 2021, en 2022 zal zijn. Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Geeft u aan wat u nu verwacht dat in deze jaren het inkomen zal zijn.
 ";Voor dit jaar (dus ook voor de maanden ;"We want to know what you expect the combined gross annual income of your household for 2020, 2021 and 2022 will be. So all the income from work for example, pension, unemployment etc.

Gives you what you expect will be the income in those years.";For this year (including the month;float;Vóórdat er sprake was van de uitbraak van het coronavirus, Onder de omstandigheden van dit moment ;Before the existence of an outbreak of coronavirus, Under the circumstances of the moment,
42.2;expinc2021_col1;expectedincome;grid;-;Expected Income;"We willen graag weten wat u verwacht dat het gezamenlijke bruto jaarinkomen van uw huishouden voor 2020, 2021, en 2022 zal zijn. Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Geeft u aan wat u nu verwacht dat in deze jaren het inkomen zal zijn.
 ";Voor het jaar 2021  ;"We want to know what you expect the combined gross annual income of your household for 2020, 2021 and 2022 will be. So all the income from work for example, pension, unemployment etc.

Gives you what you expect will be the income in those years.";For the year 2021;float;Vóórdat er sprake was van de uitbraak van het coronavirus, Onder de omstandigheden van dit moment ;Before the existence of an outbreak of coronavirus, Under the circumstances of the moment,
42.3;expinc2022_col1;expectedincome;grid;-;Expected Income;"We willen graag weten wat u verwacht dat het gezamenlijke bruto jaarinkomen van uw huishouden voor 2020, 2021, en 2022 zal zijn. Dus alle inkomsten uit bijvoorbeeld werk, pensioen, werkloosheidsuitkering enz.

Geeft u aan wat u nu verwacht dat in deze jaren het inkomen zal zijn.
 ";Voor het jaar 2022 ;"We want to know what you expect the combined gross annual income of your household for 2020, 2021 and 2022 will be. So all the income from work for example, pension, unemployment etc.

Gives you what you expect will be the income in those years.";For the year 2022;float;Vóórdat er sprake was van de uitbraak van het coronavirus, Onder de omstandigheden van dit moment ;Before the existence of an outbreak of coronavirus, Under the circumstances of the moment,
44.1;v0__1;v0;multi;-;School Aged Children in Household;Hebt u (gedeeltelijk) thuiswonende kinderen die op de basisschool zitten of die nog niet op de basisschool zitten?;Ja, ik heb een kind of kinderen op de basisschool;Do you have (partially) children living at home who are in primary school or who are not yet in primary school?;Yes, I have a child in elementary school;bool;;
44.2;v0__2;v0;multi;-;Young Children in Household;Hebt u (gedeeltelijk) thuiswonende kinderen die op de basisschool zitten of die nog niet op de basisschool zitten?;Ja, ik heb een kind of kinderen die nog niet op de basisschool zitten;Do you have (partially) children living at home who are in primary school or who are not yet in primary school?;Yes, I have a child or children who are not yet in elementary school;bool;;
44.3;v0__3;v0;multi;-;School Aged Children in Household;Hebt u (gedeeltelijk) thuiswonende kinderen die op de basisschool zitten of die nog niet op de basisschool zitten?;Ja, ik heb een kind of kinderen die nog niet op de basisschool zitten;Do you have (partially) children living at home who are in primary school or who are not yet in primary school?;Yes, I have a child or children who are not yet in elementary school;bool;;
44.4;v0a;v0a;open;-;Children in Primary School;Hoeveel van uw kinderen zitten op de basisschool?;;How many of your children are in primary school?;;Int;;
44.5;v0b;v0b;open;-;Children Not Yet in School;Hoeveel van uw kinderen zitten nog niet op de basisschool?;;How many of your children are not yet in primary school?;;Int;;
45.01;v1_bo_kind1_geslacht;v1_bo;grid;v0a;Information Children Primary ;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Eerste kind op de basisschool;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;First child in primary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.02;v1_bo_kind2_geslacht;v1_bo;grid;v0a;Information Children Primary ;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Tweede kind op de basisschool;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Second child in primary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.03;v1_bo_kind3_geslacht;v1_bo;grid;v0a;Information Children Primary ;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Derde kind op de basisschool;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Third child in elementary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.04;v1_bo_kind4_geslacht;v1_bo;grid;v0a;Information Children Primary ;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Vierde kind op de basisschool;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Fourth child in primary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.05;v1_bo_kind5_geslacht;v1_bo;grid;v0a;Information Children Primary ;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Vijfde kind op de basisschool;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Fifth child in primary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.06;v1_vo_kind1_geslacht;v1_vo;grid;v0b;Information Pre-School Children;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Eerste kind dat nog niet op de basisschool zit;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;First child is not yet in elementary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.0700000000001;v1_vo_kind2_geslacht;v1_vo;grid;v0b;Information Pre-School Children;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Tweede kind dat nog niet op de basisschool zit;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Second child is not yet in elementary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.0800000000001;v1_vo_kind3_geslacht;v1_vo;grid;v0b;Information Pre-School Children;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Derde kind dat nog niet op de basisschool zit;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Third child who is not yet in elementary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.0900000000001;v1_vo_kind4_geslacht;v1_vo;grid;v0b;Information Pre-School Children;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Vierde kind dat nog niet op de basisschool zit;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Fourth child who is not yet in elementary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
45.1000000000001;v1_vo_kind5_geslacht;v1_vo;grid;v0b;Information Pre-School Children;Hieronder ziet u de gegevens die u in mei al ingevuld hebt over al uw kinderen die naar de basisschool gaan. Controleert u of deze gegevens kloppen.    Wij vragen om de voornaam van uw [kind/kinderen] zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 2”).;Vijfde kind dat nog niet op de basisschool zit;Below you will find the information you already filled in in May about all your children who attend primary school. Check whether this information is correct. We ask for the first name of your [child / children] so that you answer the right question about the right child. This first name is not used for anything and is not made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that will help you know which child you are talking about (eg “daughter, 2”).;Fifth child who is not yet in elementary school;Categorical;Voornaam, Geslacht, Geboortejaar;First name, sex, birth
46.01;v2_ma_bokind1_start;v2_bokind;grid;v0a;School Attendance Primary School;Op welke dagen ging Kind in de afgelopen week naar de basisschool en/of naar de buitenschoolse opvang? En van hoe laat tot hoe laat?;Maandag;On what days did Child go to primary school and / or out-of-school care in the past week? And from what time to what time?;Monday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
46.02;v2_di_bokind1_start;v2_bokind;grid;v0a;School Attendance Primary School;Op welke dagen ging Kind in de afgelopen week naar de basisschool en/of naar de buitenschoolse opvang? En van hoe laat tot hoe laat?;Dinsdag;On what days did Child go to primary school and / or out-of-school care in the past week? And from what time to what time?;Tuesday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
46.03;v2_wo_bokind1_start;v2_bokind;grid;v0a;School Attendance Primary School;Op welke dagen ging Kind in de afgelopen week naar de basisschool en/of naar de buitenschoolse opvang? En van hoe laat tot hoe laat?;Woensdag;On what days did Child go to primary school and / or out-of-school care in the past week? And from what time to what time?;Wednesday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
46.04;v2_do_bokind1_start;v2_bokind;grid;v0a;School Attendance Primary School;Op welke dagen ging Kind in de afgelopen week naar de basisschool en/of naar de buitenschoolse opvang? En van hoe laat tot hoe laat?;Donderdag;On what days did Child go to primary school and / or out-of-school care in the past week? And from what time to what time?;Thursday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
46.05;v2_vr_bokind1_start;v2_bokind;grid;v0a;School Attendance Primary School;Op welke dagen ging Kind in de afgelopen week naar de basisschool en/of naar de buitenschoolse opvang? En van hoe laat tot hoe laat?;Vrijdag;On what days did Child go to primary school and / or out-of-school care in the past week? And from what time to what time?;Friday;float;Van:, Tot:, ging deze dag niet;From :, To :, this day did not work
47.01;v3_bokind1__1;v3_bokind;multi;v2_bokind;Reasons No School Attendance;"Waarom ging kind vorige week niet naar de basisschool?
Meerdere antwoorden mogelijk.";Kind was ziek;"Why didn't child go to primary school last week?
Multiple answers possible.";Child was sick;bool;;
47.02;v3_bokind1__2;v3_bokind;multi;v2_bokind;Reasons No School Attendance;"Waarom ging kind vorige week niet naar de basisschool?
Meerdere antwoorden mogelijk.";Ik ben bang dat kind besmet wordt met het coronavirus en ziek wordt;"Why didn't child go to primary school last week?
Multiple answers possible.";I am afraid that the child will be infected with the coronavirus and become ill;bool;;
47.03;v3_bokind1__3;v3_bokind;multi;v2_bokind;Reasons No School Attendance;"Waarom ging kind vorige week niet naar de basisschool?
Meerdere antwoorden mogelijk.";Ik ben bang dat doordat kind naar school gaat, iemand anders in het huishouden besmet wordt en ziek wordt;"Why didn't child go to primary school last week?
Multiple answers possible.";I am afraid that because the child goes to school, someone else in the household becomes infected and becomes ill;bool;;
47.04;v3_bokind1__4;v3_bokind;multi;v2_bokind;Reasons No School Attendance;"Waarom ging kind vorige week niet naar de basisschool?
Meerdere antwoorden mogelijk.";Kind had al last van een chronische aandoening en is vrijgesteld van naar school gaan;"Why didn't child go to primary school last week?
Multiple answers possible.";Child already had a chronic condition and is exempt from going to school;bool;;
